Dolphin_ID_Number,Fin,Name,Dead,Dolphin_First_Observed,Comments,Fin_Shape_Family,Second_Fin_Shape_Family,Third_Fin_Shape_Family,PrintThisOne,Central_Catalog #,Manteo_Match,Virginia_Beach,Wilmington_Match,OcracokeMatch,CCUMatch,Known_Male,Seen_by_Trawler,Known_Female,s_GUID,HatterasMatch,Bad,Bad,No_Left_Photo,No_Right_Photo,Best_of_Project_Done,Better_Left_Photo,Better_Right_Photo,Cull_This_Dolphin,Scan_Picture,Change_To,Notes:,Distinctivenss,Missing_Date,Other
2930a,5A,,FALSE,04-Aug-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{E41DF983-9443-4930-B22B-7E67D1617E00},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2932a,3/4A,Cooper,FALSE,09-Aug-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{5033D72D-A075-43EA-B15E-D10189286A9E},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2933a,3/4A,,FALSE,09-Aug-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{4014331C-DF28-4ABE-8041-6B6C7F9CDADA},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2934a,1,,FALSE,21-Aug-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{CC023808-42FE-4F6A-8275-C9A2CD831F82},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2935a,1,,FALSE,27-Aug-03,2935Q is the same as 2935,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{92C4859C-A226-40D5-880E-9B97F322AE84},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2935p,2B,,FALSE,13-Jan-04,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{1426AE68-07B3-4E5C-AEBA-FD2B5E4F6C4E},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2936a,TN340,,FALSE,27-Aug-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{99CB47D7-F1A5-4870-A0BE-A4F45C5FB9B1},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
2937a,3/4A,,FALSE,27-Aug-03,10/16/19:  changed catalog from 2B to 3/4A,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{21B8D4A8-C789-4B6F-88CB-1EA78734A522},FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2938a,3/4B,,FALSE,22-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{EA629E28-B7A4-42F7-829E-7E4F9068DF09},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2939a,3/4A,,FALSE,14-May-03,"add Nov03#1E, img4784",Dash,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{F01BB565-0129-44C8-902E-7CDE1A139BC3},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,2,FALSE,FALSE
2939p,2B,,FALSE,21-Nov-03,,Dash,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{72813800-7A4A-4CFD-B7F9-AB0CE027158D},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2939q,3/4A,,FALSE,15-Oct-07,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{22133BF6-905F-4EF9-BEB1-183E93D6B09C},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2939r,3/4A,,FALSE,15-Jan-11,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{DE019885-A783-44FB-AC21-4753932BF738},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
2941a,LE,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{9F4BCD3A-1CB9-4A88-B033-9234B9BFBC0A},FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2943a,TN1,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{6309CC3F-D192-4C73-AEDE-80F01A92A69B},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2944a,5A,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{512DA29E-7C96-4DFC-B461-7C934FF9E237},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2945a,5A,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{3935C44C-951C-4041-B8BD-3B82C87600D1},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2946a,5A,,FALSE,26-Sep-03,,Laughing,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{CD81DD2E-F740-4F93-BA4A-6BA1CBD44A26},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2947a,TN5B5,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{4A885A7A-0E0F-4BA3-90CB-D91FF389C213},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2949a,5A,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{DF4E5021-CC06-4212-9486-0192418E8430},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2950a,TN1,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{6B2A01F8-5C60-4ED7-938F-84D673B7C4B6},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
2952p,3/4A,,FALSE,27-Nov-06,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{7F2EAF2A-39E7-44FF-846C-2FD28DDF3DB9},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2953a,2B,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{29C55BCF-7DF9-4509-9A3E-309D81194520},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2954a,3/4A,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{792C3C85-B652-4D22-B179-8B935E225CBC},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2955a,TN5B5,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{FF420EBD-4334-47EA-9A91-3ED65BCABBC8},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2956a,TN342,,FALSE,26-Sep-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{2BCCD7AF-128C-41B8-91B3-7DAF13B141D8},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
2957a,2C,,FALSE,01-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{9DC67FB2-3D38-4E2C-B4BE-B488E208C7AD},FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2957p,3/4A,,FALSE,26-Dec-18,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{0206E9E5-4AB0-487D-90AD-0273DCD2E2EF},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2958a,3/4A,,FALSE,01-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{93D5EE00-04BD-4F51-B349-4A39805F0B13},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2959a,3/4A,,FALSE,01-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{3042CD80-7FB9-4F09-8D0C-F9C9ED769D2B},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2960a,5A,,FALSE,06-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{3E9CF1B8-3175-429F-A748-1182D32569C3},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2961a,TN2A,,FALSE,06-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{46746CBF-42E3-4F03-8F31-3AB748116932},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2961p,TN2B,,FALSE,31-Mar-06,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{6628A891-8B72-42DB-ABCE-6F655D83506C},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
2962a,TN5A2,,FALSE,06-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{BE0A948A-A9F5-485C-8339-D845F3898296},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2963a,TN5B5,,FALSE,06-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{E48A494F-A716-4C13-929D-6F2A1B5803DD},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2964a,TN341,,TRUE,06-Oct-03,Stranded 09Apr14 - VGT324,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{73B607A0-D39D-48C7-9EEA-45AEE18850A4},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2967a,5B,,FALSE,06-Oct-03,,Laughing,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{5DE4D4F5-10D8-464F-BEEA-8DCFA3A46319},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2968a,LE,,FALSE,06-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{223F2036-80C4-49BA-89A9-0B632167CB8F},FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2970a,3/4B,,FALSE,06-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{6FA6D3C7-8FEA-4518-B132-0FD67EC25D79},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2971a,2B,,FALSE,06-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{32BF1386-58AB-4F8E-8BB1-C3DF90165562},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2972a,1,,FALSE,06-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{3AF4E8C2-55DD-42B8-9207-70B886CEEF89},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2973a,2B,,FALSE,09-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{3AA63690-2123-4ACB-8537-5A467798CDA9},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2974a,TN342,Crop Top,FALSE,09-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{194B61C2-8C76-494B-9313-19571356CB00},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
2977a,LE,,FALSE,09-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A1F7D7AD-1B22-4298-A91D-DAD05FF3E436},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2979a,5B,,FALSE,16-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{4592A8A5-9F5B-46E0-B46C-AC83296476A3},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2980a,5A,,FALSE,16-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{FE1FBD12-95BA-4D45-B7CA-D3D373CE3AC6},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2981a,3/4A,,FALSE,16-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{45E93A1D-E2BB-40C7-8D93-CB302296C5FC},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2982a,2B,,FALSE,16-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{59240176-8354-46D7-BBAA-C5AC529EE329},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2983a,3/4A,,FALSE,16-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{4CD2E7BA-7148-41B6-8584-EAC815B4F079},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2984a,TN5A1,,FALSE,16-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{BFF55412-12AD-4967-938B-99879A8EEEA2},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2985a,TN5A2,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{03D56679-8F88-467D-B7B9-322986A943CB},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2986a,TN5A2,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{3BBF6314-E17E-4662-B3F8-4E81A29FCE5F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2987a,5A,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{75D88559-864A-49E5-9235-037BD1DBBF72},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2988a,3/4A,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{14A3A8C5-4A6C-4E44-987D-62782A1D1566},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2990a,TN5A2,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{5B6F89AD-74C3-46DA-9EB6-B10AAB98604C},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2991a,TN5B3,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{5AE92BA6-6137-41DF-9A16-E570D2686B8F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2993a,3/4A,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{9CB7D3A0-6618-4C18-A704-BA5C878AFB3D},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2995a,2B,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{8FB61D7A-A320-40AE-8E63-01E734F046A2},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2996a,TN341,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{6E238750-54BA-4815-86F7-C561F3406DE6},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2997a,5A,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{0A62BB4A-687E-4CA7-9AD5-A62174DB8B3F},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2998a,TN5B3,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{2F7818C2-E25F-4105-9919-E84B3F2A20C6},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2998p,TN5B3,,FALSE,30-Jan-06,This dolphin was originally 2998a but changed to 2998p on 7Jun22.,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{CE4E27E1-ABAA-4C88-B40E-E80F60646738},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
2999a,2B,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{E049BCBF-74AE-4797-84F4-4F17B367F90C},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3000a,5B,3K,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{8181BA0B-5E3D-43E4-AA7C-C5AACFB761A5},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3001a,TN5A1,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{EFAF9788-FA78-45AA-B17B-60035849BD97},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3003a,3/4B,,FALSE,19-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{FE6A61A9-F9C2-477F-BA57-03CD6495B8A7},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3004a,3/4A,,FALSE,28-Oct-99,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{CEBCC2A0-213F-49C1-9980-838EC50B88B2},FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3005a,3/4B,,FALSE,18-Nov-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{EB6801AA-6AE3-4E36-8C43-DD79162C295B},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3006a,TM,,FALSE,23-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{1E1B0B17-02FC-4970-82B1-1B16621470CC},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3007a,5B,,FALSE,23-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{43A33909-8E25-43FF-97AB-007D04DA60E4},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3008a,5A,,FALSE,23-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{DF059E8A-BB34-4345-90D9-1595C8886A87},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3009a,5A,,FALSE,23-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A88423E9-61B0-4850-8DAD-4241BD20E2DD},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3010a,TN2B,,FALSE,23-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A9BC215B-C085-49E3-9E46-5CCCD7A4F350},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3011a,5A,,FALSE,23-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{3E70F414-1327-4E9B-9619-614195D1DCED},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3015a,3/4B,,FALSE,23-Oct-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{65706E01-DECE-441B-BF9C-2E78F1601B15},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3016a,5A,,FALSE,04-Nov-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A0FD59C2-AB49-4917-8EA0-80C24B5FAE0E},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3016p,5A,,FALSE,18-Mar-04,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{5F7CC84B-ACF0-4578-BD6B-8B478C061A50},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3016q,3/4A,,FALSE,27-Jan-08,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{43F2DFC9-BA19-4052-B1E0-FF83673BD302},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
3017a,2B,,FALSE,04-Nov-03,,Dash,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{4A934BA4-312F-4320-ABDE-B1A9EA3E339C},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3018a,5A,,FALSE,06-Nov-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{30EDB226-C9BD-4513-A038-FA8CAD5B3FB2},FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3021a,3/4B,,FALSE,06-Nov-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{0F174523-D533-4A7F-88BB-04FE5FED607E},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
3022a,TN2B,,FALSE,06-Nov-03,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{173E347C-B71C-4068-ACFA-825F310F91A5},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
